producto_id,costo_unitario,precio_venta_unitario,cantidad_vendida,fecha_venta
P2,11.02,13.85,428,2025-05-12
P10,15.51,26.03,130,2024-07-29
P7,14.51,16.38,7,2024-04-03
P3,10.3,14.38,117,2024-03-13
P8,8.5,17.56,135,2024-01-27
P13,19.91,34.18,123,2024-12-29
P6,6.26,16.38,355,2024-03-04
P1,15.44,16.85,45,2023-07-02
P12,11.46,19.58,484,2025-05-30
P12,12.93,16.12,279,2024-11-18
P11,2.47,4.75,408,2023-08-30
P5,11.34,19.43,330,2025-01-11
P7,9.85,23.68,234,2025-03-01
P5,14.53,24.63,463,2024-11-03
P12,12.32,14.62,470,2025-02-25
P10,10.39,14.71,232,2023-08-01
P10,9.83,11.75,233,2025-02-19
P14,9.25,16.62,250,2024-01-27
P1,18.4,19.71,71,2023-12-13
P5,15.1,20.51,364,2024-04-24
P12,6.33,14.67,37,2024-07-28
P4,6.25,15.23,459,2023-08-02
P14,17.22,31.49,46,2024-10-03
P7,1.09,15.1,10,2023-10-06
P11,15.72,21.41,226,2025-02-19
P5,5.4,13.59,117,2024-07-06
P11,19.25,33.46,234,2025-04-11
P13,15.58,17.96,10,2023-12-18
P1,16.53,28.09,203,2024-12-13
P8,2.43,11.58,469,2023-09-06
P2,3.26,10.18,246,2023-12-01
P6,9.77,13.69,463,2024-12-25
P4,3.28,18.2,371,2023-07-22
P6,4.73,18.46,248,2025-04-16
P13,4.29,14.2,460,2023-09-06
P3,8.28,13.47,119,2023-10-18
P5,0.59,5.03,254,2023-11-14
P11,16.33,20.6,246,2024-02-03
P10,17.32,30.76,359,2024-04-08
P7,10.37,20.13,277,2025-02-14
P9,13.15,27.3,96,2025-05-06
P4,9.62,10.86,378,2025-03-12
P9,6.37,18.44,281,2023-10-01
P12,12.07,26.18,252,2024-02-11
P13,9.81,22.18,74,2024-09-17
P10,10.35,24.95,162,2024-08-12
P4,1.03,12.15,162,2024-03-07
P8,16.84,24.02,31,2023-11-26
P6,19.61,26.91,215,2024-10-21
P12,5.98,8.03,150,2023-10-21
P7,4.85,15.48,266,2024-09-18
P14,7.77,8.63,312,2024-05-23
P3,9.13,14.81,403,2023-10-30
P4,0.28,3.63,108,2025-05-18
P2,3.97,5.66,398,2023-11-26
P1,8.0,11.45,152,2024-08-15
P14,3.21,5.69,374,2023-10-19
P10,8.94,9.8,177,2025-05-09
P5,12.52,15.28,409,2024-08-13
P1,4.21,8.32,38,2023-12-13
P10,1.23,12.9,436,2025-04-01
P7,19.2,30.15,134,2023-08-12
P9,9.21,16.81,55,2023-06-18
P12,14.55,16.38,9,2025-04-07
P5,17.47,31.02,464,2023-11-21
P11,5.45,15.27,189,2024-07-17
P1,0.57,11.42,199,2025-05-18
P4,1.69,8.7,73,2024-07-15
P14,9.91,18.1,499,2024-12-06
P2,4.9,18.5,224,2023-06-21
P2,11.41,21.14,278,2024-05-28
P7,8.77,16.35,12,2023-10-16
P8,5.05,12.2,250,2024-08-29
P4,12.19,20.1,410,2023-10-07
P11,2.71,13.87,217,2023-07-10
P12,8.11,8.72,38,2024-06-29
P4,9.52,15.05,268,2025-05-08
P10,7.79,8.9,311,2025-02-06
P6,7.59,13.08,410,2024-09-29
P8,2.15,3.77,26,2025-03-06
P13,7.43,19.72,215,2024-11-03
P10,7.9,17.4,310,2024-06-05
P1,15.89,16.84,42,2024-11-23
P3,3.91,17.34,294,2024-12-14
P2,9.17,22.28,37,2024-10-20
P9,1.0,13.14,457,2024-04-18
P9,7.69,14.19,180,2024-03-04
P14,10.13,16.57,394,2024-02-05
P8,7.0,12.87,76,2023-08-09
P12,11.05,18.21,257,2023-12-12
P12,8.66,11.82,59,2023-12-25
P5,5.97,20.79,312,2023-08-26
P10,1.71,3.77,280,2023-11-15
P13,2.04,8.58,476,2024-07-07
P2,18.62,29.83,246,2025-04-07
P3,19.18,30.64,139,2025-04-12
P11,13.05,21.02,231,2024-01-05
P4,11.04,24.83,402,2024-07-19
P14,3.48,6.93,330,2024-08-05
P4,0.9,3.53,49,2023-12-24
P9,2.44,15.84,384,2024-02-07
P11,13.34,24.28,93,2023-08-01
P9,5.43,11.92,186,2024-02-27
P10,9.8,20.56,182,2025-01-07
P11,14.83,23.64,319,2025-02-15
P11,10.27,21.36,94,2023-07-15
P10,9.81,20.43,307,2024-06-26
P4,4.55,12.24,374,2024-02-04
P9,2.41,11.49,175,2023-12-25
P7,15.82,28.69,304,2024-02-08
P6,5.36,18.26,357,2024-02-25
P8,3.08,15.63,229,2024-07-23
P11,7.07,17.7,194,2023-09-30
P14,12.39,13.51,36,2024-03-28
P5,13.32,26.99,51,2024-10-11
P11,17.12,26.23,234,2023-10-13
P12,8.43,14.54,480,2024-04-02
P11,13.18,21.21,188,2025-02-18
P12,3.3,4.71,37,2024-04-26
P14,4.11,12.31,454,2024-11-07
P1,4.71,17.17,326,2025-05-18
P13,15.78,18.16,112,2023-12-23
P12,6.92,13.84,428,2023-12-21
P1,3.61,10.78,293,2024-06-22
P9,13.31,17.12,291,2023-09-09
P1,10.47,23.23,461,2024-12-31
P3,5.94,9.36,126,2024-12-29
P13,8.17,17.62,154,2025-03-30
P3,5.23,8.05,395,2025-02-23
P12,2.72,12.74,18,2025-04-18
P3,7.98,16.28,207,2024-08-25
P12,19.01,28.46,223,2024-06-17
P6,18.6,32.21,124,2023-07-27
P11,17.45,20.6,20,2024-11-27
P13,9.78,20.64,499,2025-03-24
P8,0.57,4.42,126,2025-03-09
P6,2.38,3.5,381,2025-03-25
P8,9.45,14.46,205,2024-09-16
P7,5.21,16.84,196,2023-07-22
P6,18.7,30.36,248,2024-05-27
P7,1.53,7.99,160,2023-12-19
P8,8.07,16.65,83,2023-09-05
P4,0.29,15.16,235,2024-07-09
P11,13.49,22.48,462,2023-12-02
P2,3.34,11.34,324,2023-08-05
P5,2.6,11.86,274,2024-04-16
P13,18.45,31.78,53,2025-01-01
P7,8.21,20.95,470,2025-01-05
P10,15.63,19.48,143,2025-03-04
P12,8.99,12.43,74,2025-04-25
P6,0.33,12.12,130,2024-06-14
P6,12.35,25.27,4,2024-10-28
P12,5.23,7.8,137,2023-10-12
P14,2.28,15.3,433,2024-07-24
P6,19.29,30.53,316,2024-03-04
P6,1.11,13.17,23,2024-01-08
P3,6.01,10.16,399,2025-05-07
P9,4.99,13.28,115,2024-12-17
P4,10.47,14.75,436,2023-09-28
P10,6.73,20.22,395,2025-01-25
P6,1.64,10.42,149,2023-11-16
P10,17.33,24.45,260,2025-04-30
P2,6.58,16.78,110,2023-11-04
P9,3.82,5.2,261,2023-11-30
P9,4.61,13.6,219,2024-05-28
P3,11.08,24.69,440,2024-08-05
P8,7.6,11.56,90,2023-07-06
P13,17.42,19.01,137,2023-07-12
P8,1.99,8.62,322,2024-08-07
P10,12.73,20.93,296,2024-03-19
P10,3.77,16.68,39,2025-02-22
P6,2.93,15.78,2,2023-10-05
P7,2.98,11.22,180,2025-02-26
P4,6.97,16.9,234,2023-09-10
P14,12.92,24.08,382,2024-03-11
P13,1.19,13.63,317,2025-02-19
P14,0.3,3.3,312,2024-06-05
P6,11.32,19.45,464,2024-08-21
P11,17.99,26.76,311,2025-02-27
P14,4.11,7.0,467,2024-06-02
P9,12.9,24.78,10,2023-08-05
P13,0.52,2.91,192,2024-04-06
P3,1.8,13.4,497,2024-09-18
P11,5.75,8.66,398,2023-06-16
P2,9.39,21.01,108,2024-01-06
P3,19.4,22.5,425,2023-12-22
P10,1.91,3.34,70,2024-08-17
P2,15.54,30.17,364,2024-03-08
P10,5.75,9.49,302,2025-05-27
P5,16.8,28.25,305,2024-09-17
P8,15.38,29.32,453,2023-12-02
P4,7.44,11.45,442,2025-04-20
P1,8.87,23.84,196,2024-09-27
P6,14.28,19.92,226,2024-05-25
P11,6.7,12.87,67,2024-12-20
P1,2.67,11.29,207,2025-01-28
P9,7.51,11.99,289,2024-11-01
P1,18.8,21.62,99,2023-09-14
P4,2.34,8.73,29,2024-08-12
P1,11.86,24.76,66,2024-12-11
P10,9.26,16.15,224,2024-02-23
P5,2.02,9.8,87,2023-08-07
P14,18.78,28.95,11,2024-10-03
P5,7.73,8.87,200,2023-07-10
P1,19.43,29.9,237,2023-09-01
P1,18.01,30.75,329,2025-01-30
P14,3.04,12.35,186,2025-05-11
P8,16.64,21.44,149,2025-04-28
P11,17.3,19.86,164,2024-01-03
P10,15.02,27.73,52,2023-12-15
P7,18.86,24.4,250,2024-04-03
P9,4.53,13.02,361,2023-11-13
P6,12.69,27.42,157,2025-02-10
P4,10.53,13.04,95,2024-11-08
P3,13.97,22.9,5,2023-10-15
P13,6.82,11.9,424,2023-10-12
P6,6.82,13.5,209,2023-10-02
P13,10.15,20.62,260,2023-11-11
P10,0.21,11.79,274,2023-09-21
P1,0.7,4.68,433,2024-08-21
P3,16.21,21.81,7,2025-02-18
P12,8.93,21.24,243,2024-08-04
P6,2.81,16.9,149,2024-05-21
P12,5.36,19.84,13,2024-07-12
P3,19.07,25.88,273,2023-10-27
P6,18.57,26.78,73,2023-11-10
P14,1.66,6.42,401,2025-03-03
P1,13.03,15.67,126,2023-08-07
P6,15.35,21.04,7,2025-02-16
P4,13.28,16.69,152,2023-12-30
P3,13.98,15.48,364,2025-02-12
P10,4.17,14.86,461,2024-05-27
P11,17.51,29.5,262,2024-02-01
P4,17.93,23.37,483,2024-10-13
P2,6.04,10.99,207,2024-07-12
P9,4.65,7.66,213,2024-11-22
P2,17.48,28.3,145,2024-06-18
P13,10.9,24.3,314,2024-01-27
P7,4.32,10.5,299,2024-09-30
P1,9.06,21.79,415,2024-03-09
P12,8.55,13.64,157,2023-07-06
P10,13.73,19.63,268,2023-08-24
P9,5.96,13.22,3,2024-06-22
P2,7.45,10.34,360,2025-05-11
P9,1.74,7.89,13,2024-04-26
P7,5.64,11.53,171,2023-12-23
P5,12.93,18.38,243,2024-12-13
P4,6.47,15.26,5,2025-04-10
P1,5.95,17.01,241,2024-06-20
P9,7.79,16.58,132,2024-08-17
P6,8.86,10.18,388,2023-11-29
P11,10.24,14.29,284,2024-05-30
P12,16.41,18.65,395,2024-12-13
P7,16.85,30.3,130,2025-05-06
P11,1.04,13.97,424,2023-07-13
P6,1.2,3.08,329,2024-10-08
P3,16.05,21.06,144,2025-02-13
P6,12.18,24.68,266,2025-04-29
P2,1.37,6.48,137,2023-07-25
P8,9.84,18.56,158,2024-11-09
P2,13.95,23.83,5,2023-10-02
P5,11.8,23.52,227,2023-10-25
P2,9.56,19.55,458,2024-07-27
P10,16.7,25.75,181,2024-08-25
P10,16.68,26.57,463,2024-09-19
P6,13.45,19.51,15,2023-06-21
P8,6.65,18.3,23,2025-05-17
P8,17.23,26.9,35,2024-03-18
P13,11.43,19.53,103,2024-11-19
P7,1.21,16.19,305,2025-03-20
P3,13.42,14.88,213,2025-05-18
P14,3.4,12.48,33,2024-06-18
P13,9.82,13.7,427,2023-07-01
P3,10.57,24.26,271,2024-01-20
P8,8.2,19.58,332,2024-08-29
P2,10.65,24.62,437,2024-01-18
P14,16.11,19.69,306,2024-11-21
P1,17.63,24.42,25,2023-08-21
P5,1.39,9.07,4,2025-02-21
P6,14.93,20.84,338,2024-06-28
P12,3.19,8.61,417,2024-06-07
P13,1.61,15.94,455,2023-12-10
P9,14.8,29.44,273,2024-02-05
P10,19.33,21.1,351,2025-03-27
P12,2.32,9.34,485,2025-01-08
P4,12.5,15.29,213,2023-11-08
P10,12.24,20.21,299,2023-12-13
P3,10.34,24.35,67,2025-05-16
P1,12.95,27.68,474,2024-06-18
P5,3.16,8.54,422,2024-08-29
P14,12.5,18.66,210,2025-02-25
P8,7.37,16.96,76,2023-12-05
P11,8.37,17.16,420,2025-03-02
P12,17.55,30.08,321,2023-09-23
P13,13.44,17.21,194,2024-06-24
P5,11.7,25.66,360,2024-07-19
P5,16.94,23.4,479,2025-02-25
P13,10.99,20.04,295,2024-10-12
P11,7.39,18.68,96,2023-06-21
P13,10.78,19.93,433,2024-01-26
P4,1.28,5.37,392,2025-04-04
P11,16.04,27.05,454,2025-05-11
P8,13.81,16.77,138,2023-09-14
P3,19.25,31.61,144,2024-11-05
P14,16.54,20.81,215,2023-11-15
P11,4.49,12.29,344,2023-12-07
P8,2.98,15.59,220,2023-08-23
P13,8.92,10.54,424,2025-01-05
P10,9.46,14.61,235,2024-08-23
P1,1.34,2.18,174,2024-04-26
P2,7.23,10.83,387,2024-12-28
P9,7.74,14.01,49,2024-11-16
P14,3.56,15.07,239,2025-03-09
P12,3.01,5.05,131,2023-12-26
P8,0.06,6.91,356,2024-05-01
P13,8.91,11.0,192,2024-05-19
P13,9.14,16.64,45,2024-08-16
P3,1.61,15.79,55,2024-07-11
P10,12.93,17.43,278,2024-05-22
P14,11.86,24.53,32,2024-06-12
P9,0.17,3.74,254,2024-10-19
P13,16.56,25.04,399,2025-05-17
P4,0.55,5.52,253,2023-09-29
P8,7.92,11.16,63,2023-08-16
P4,17.69,30.58,254,2025-04-03
P2,14.42,16.48,329,2024-04-21
P13,8.66,15.51,267,2025-02-05
P11,20.0,27.02,126,2023-10-09
P3,8.07,20.79,462,2024-08-02
P7,11.39,22.46,238,2023-10-10
P4,2.43,3.52,343,2024-11-18
P7,1.22,15.85,497,2023-07-22
P8,3.53,10.52,490,2024-07-08
P2,14.46,19.98,48,2023-11-29
P2,9.93,14.82,20,2023-08-03
P6,14.01,24.51,448,2023-10-19
P7,14.07,19.11,223,2024-03-21
P4,5.92,18.05,156,2025-04-28
P1,3.82,11.69,300,2023-09-05
P11,11.42,25.79,102,2023-11-23
P11,9.28,16.81,361,2024-12-26
P1,18.44,22.12,335,2024-11-23
P5,1.04,13.38,303,2024-12-21
P6,12.7,23.68,23,2024-06-13
P8,0.77,8.15,49,2024-09-24
P1,0.38,9.95,193,2024-12-02
P4,18.42,29.05,472,2024-01-25
P3,18.52,21.89,196,2024-04-08
P3,11.82,23.56,120,2023-09-03
P12,7.54,11.18,289,2024-09-29
P14,16.59,28.51,439,2024-09-17
P9,0.36,1.45,132,2024-03-30
P7,7.21,18.29,74,2024-02-12
P5,6.44,20.98,162,2023-06-27
P14,7.3,17.56,422,2024-11-29
P9,9.69,14.26,249,2024-08-31
P14,1.09,12.9,87,2025-03-22
P12,11.07,21.59,65,2024-02-19
P4,6.72,10.61,491,2024-09-11
P14,0.08,8.6,89,2023-09-22
P1,13.75,17.66,447,2024-02-17
P4,19.75,30.94,73,2025-01-18
P3,4.59,8.97,254,2025-05-17
P13,14.07,28.63,480,2024-02-26
P14,6.66,18.15,495,2024-10-02
P1,6.37,7.19,433,2023-11-19
P9,5.77,20.75,131,2023-09-13
P14,4.36,12.68,12,2024-12-20
P13,0.23,14.75,456,2024-06-16
P13,3.41,8.39,480,2023-11-16
P5,14.98,27.8,274,2023-10-21
P7,15.6,20.86,350,2024-06-29
P1,7.48,20.63,56,2024-07-13
P5,17.34,27.59,34,2023-12-12
P4,14.04,23.72,273,2024-08-16
P6,3.35,14.12,188,2025-04-26
P12,4.31,13.7,450,2023-11-12
P8,3.52,4.97,417,2025-03-03
P3,7.71,15.61,27,2025-05-29
P1,8.37,9.13,93,2023-12-09
P8,7.62,20.05,439,2023-12-13
P5,17.14,20.56,247,2024-09-09
P7,8.58,19.68,66,2024-02-21
P5,8.92,22.14,125,2024-06-18
P9,11.08,24.05,172,2025-04-24
P13,5.21,20.2,442,2023-12-03
P8,10.33,11.37,209,2023-06-22
P14,4.7,9.4,23,2023-09-27
P13,5.42,19.76,223,2025-02-06
P6,11.08,21.51,106,2023-06-19
P9,7.4,12.34,461,2024-07-05
P12,3.21,4.11,12,2024-02-14
P5,17.88,29.9,480,2023-09-12
P12,12.37,14.28,51,2024-09-06
P12,14.01,19.22,374,2023-12-07
P5,2.95,9.37,268,2024-10-11
P8,6.63,15.69,431,2023-10-26
P2,19.98,31.14,456,2024-01-14
P5,12.02,18.66,107,2024-07-29
P11,17.76,22.31,173,2024-06-08
P10,0.61,5.45,166,2024-03-21
P4,9.59,18.77,497,2024-01-31
P6,17.32,19.44,356,2024-08-21
P6,5.2,8.71,336,2023-12-09
P14,12.92,19.96,499,2024-04-02
P13,16.45,28.47,173,2025-04-23
P4,12.45,21.34,70,2024-09-09
P7,11.97,15.47,318,2025-04-17
P6,1.64,9.77,298,2024-12-19
P4,18.83,21.26,460,2023-10-03
P5,11.61,26.51,493,2024-02-05
P12,14.02,16.79,276,2025-04-10
P3,16.77,30.94,226,2025-03-23
P11,10.45,15.41,217,2025-05-16
P2,3.45,13.73,156,2025-01-14
P14,1.18,5.24,345,2025-02-23
P11,18.0,28.45,215,2025-05-17
P12,13.23,15.62,133,2025-01-01
P8,0.27,4.33,385,2025-03-29
P14,10.35,19.49,4,2025-04-28
P9,11.32,24.72,364,2024-11-14
P13,10.22,23.29,397,2024-09-28
P7,1.51,9.05,92,2025-05-02
P8,8.59,11.19,428,2025-01-19
P8,7.97,10.6,311,2025-04-22
P2,9.13,21.0,185,2024-02-05
P12,8.76,11.6,377,2023-10-18
P11,6.31,12.55,251,2023-09-06
P6,5.31,16.9,491,2025-01-23
P14,18.54,28.05,141,2025-03-06
P2,5.02,9.27,84,2024-11-11
P2,1.79,10.18,123,2025-01-10
P2,16.78,31.69,165,2023-09-23
P4,16.71,25.39,487,2024-11-10
P1,15.17,29.61,106,2023-10-25
P10,4.78,10.19,335,2025-03-09
P5,5.81,16.19,144,2023-12-19
P13,10.73,12.13,408,2024-06-25
P3,19.29,26.99,424,2023-10-21
P13,5.39,13.91,443,2024-01-12
P11,1.98,2.53,267,2024-08-13
P4,2.61,16.33,358,2024-12-08
P7,10.99,15.96,198,2025-01-30
P2,18.85,31.45,296,2025-03-20
P8,4.95,14.81,497,2024-04-09
P10,1.91,14.59,323,2023-06-25
P13,12.02,24.93,493,2024-03-26
P2,4.64,10.44,212,2023-10-13
P6,13.23,13.97,198,2024-11-09
P11,15.13,21.7,333,2024-12-08
P6,19.06,29.38,377,2025-05-10
P7,3.74,13.64,181,2023-08-20
P2,3.35,15.92,257,2024-06-21
P8,13.43,23.48,204,2025-01-09
P10,9.71,19.8,371,2024-04-05
P2,2.28,2.96,321,2023-07-01
P3,6.37,10.02,60,2024-03-05
P13,10.23,24.54,489,2023-10-08
P3,4.23,9.88,500,2023-09-11
P7,0.13,5.36,450,2024-01-22
P8,0.5,10.54,332,2024-01-11
P2,7.16,12.48,456,2023-11-22
P1,19.61,24.87,124,2024-08-01
P6,6.4,9.52,191,2024-02-10
P1,17.08,22.57,3,2024-09-18
P12,9.41,21.9,457,2023-10-20
P10,4.81,18.44,443,2024-10-01
P4,15.12,25.51,38,2025-03-09
P9,19.35,25.33,192,2023-09-10
P4,15.42,16.3,73,2024-02-08
P14,5.08,16.52,249,2024-03-18
P9,16.21,29.55,342,2024-03-14
P6,9.56,16.99,356,2024-12-31
P7,8.31,18.21,15,2023-11-17
P14,14.8,27.34,32,2024-05-25
P8,0.26,13.32,400,2024-04-08
P4,8.3,23.02,414,2024-03-27
P8,9.9,12.8,78,2023-07-29
P3,13.58,16.1,118,2023-06-27
P8,8.47,12.19,76,2023-08-19
P6,15.01,16.18,64,2023-12-09
P4,16.55,18.4,15,2024-04-20
P10,6.94,8.78,90,2023-12-15
P9,18.08,27.27,369,2025-02-08
P5,5.71,14.3,170,2025-05-09
P11,3.81,6.07,150,2023-07-09
P1,8.45,12.83,48,2025-05-11
P8,16.65,26.11,78,2023-08-11
P14,9.65,15.11,55,2024-07-31
P2,10.81,20.41,385,2023-10-21
P12,0.27,5.09,353,2024-03-31
P9,16.29,19.87,92,2024-02-03
P13,16.19,18.01,58,2023-11-13
P6,18.79,32.57,428,2025-05-20
P8,19.79,33.6,433,2025-01-25
P9,11.71,19.94,60,2023-07-22
P6,4.33,5.13,239,2023-07-24
P11,15.64,18.57,473,2023-11-01
P2,13.02,15.39,343,2023-10-11
P8,5.07,10.99,200,2024-02-17
P10,4.22,7.73,480,2023-11-14
P7,3.51,17.23,275,2023-08-10
P8,15.06,19.02,315,2024-03-31
P8,17.49,20.62,143,2024-06-10
P10,4.35,10.22,225,2024-09-20
P5,9.44,16.44,187,2025-01-19
P14,14.34,18.47,238,2023-08-22
P7,19.8,30.56,473,2025-01-21
P4,7.62,17.3,372,2024-10-29
P6,6.28,9.12,239,2025-03-23
P14,4.56,17.31,9,2024-01-17
P2,1.73,11.56,296,2024-12-29
P5,16.4,24.55,435,2024-12-19
P4,2.74,15.31,38,2024-10-16
P1,14.95,21.97,180,2024-04-08
P12,0.82,5.81,120,2024-05-06
P3,11.39,20.02,26,2024-04-06
P2,10.38,24.21,173,2024-05-30
P13,0.84,5.05,224,2023-11-17
P7,8.06,17.28,329,2025-01-01
P6,12.33,25.76,287,2024-03-21
P1,0.12,14.6,59,2023-10-08
P4,0.54,10.29,216,2024-11-05
P14,14.99,15.73,221,2025-02-15
P13,18.28,32.23,342,2025-04-03
P6,5.15,13.28,13,2024-11-08
P10,19.68,32.84,351,2024-02-27
P3,9.58,13.17,375,2025-03-10
P14,11.43,12.1,456,2024-10-10
P4,7.21,9.51,374,2025-02-23
P3,3.34,5.03,433,2023-11-24
P2,11.08,21.68,396,2024-08-08
P10,0.97,14.78,97,2024-07-06
P5,15.58,24.94,96,2023-10-01
P12,4.46,11.92,167,2024-06-22
P7,11.48,17.71,45,2023-08-15
P3,0.11,0.69,80,2024-10-04
P10,13.45,17.59,364,2024-07-22
P5,18.58,19.83,94,2024-02-14
P1,16.0,18.2,10,2025-05-09
P12,4.09,13.92,357,2023-07-18
P8,2.9,10.51,349,2025-05-01
P8,8.68,21.13,151,2023-12-06
P3,4.23,16.24,93,2024-12-06
P2,0.84,1.58,392,2025-04-13
P4,4.3,13.47,456,2025-04-03
P8,0.17,11.39,235,2024-03-29
P10,4.79,13.21,90,2024-08-27
P3,7.47,14.74,276,2024-09-02
P10,6.12,20.82,236,2023-09-11
P7,6.47,8.42,478,2023-08-06
P12,1.8,12.65,260,2025-01-06
P12,13.89,20.6,72,2025-04-26
P12,9.34,14.91,39,2024-08-03
P7,16.86,27.26,100,2025-05-26
P9,0.23,9.16,372,2023-09-20
P1,15.98,28.44,499,2023-12-27
P12,9.91,17.86,172,2025-04-05
P7,1.99,7.56,451,2024-09-23
P3,16.48,24.37,254,2023-10-10
P9,8.57,17.93,390,2025-05-24
P3,2.21,15.1,121,2025-05-17
P10,14.28,19.34,132,2024-11-18
P5,9.82,16.4,338,2025-01-26
P12,12.14,22.81,486,2024-07-01
P7,16.26,22.53,413,2023-09-27
P3,9.95,23.84,245,2025-05-17
P7,13.92,23.19,418,2024-01-30
P13,16.81,19.16,389,2023-10-20
P14,12.49,23.79,449,2023-10-17
P14,15.64,23.6,359,2023-12-21
P14,1.91,10.15,2,2025-05-14
P9,17.61,21.45,461,2023-11-02
P4,8.33,15.57,362,2025-01-08
P12,0.55,14.34,296,2024-04-28
P6,7.73,17.86,77,2025-05-10
P12,0.86,14.65,350,2024-12-24
P12,17.47,21.59,67,2025-01-26
P9,13.94,25.2,282,2024-11-02
P10,5.38,11.32,269,2023-06-28
P2,14.29,25.93,189,2024-05-05
P8,11.19,22.55,393,2024-11-07
P2,8.91,16.22,495,2024-10-05
P14,12.0,19.73,153,2024-04-01
P12,10.46,13.33,268,2024-03-18
P14,15.31,28.29,228,2024-07-13
P3,12.63,14.38,1,2024-01-21
P6,12.57,26.56,141,2023-10-18
P11,19.55,21.09,339,2023-11-12
P6,5.38,17.7,276,2025-01-17
P14,16.5,17.1,292,2023-10-18
P2,2.48,6.69,50,2024-12-16
P2,3.23,10.61,335,2023-08-10
P6,11.84,20.23,316,2023-10-12
P1,13.15,15.9,62,2024-06-10
P13,19.12,20.08,165,2023-11-06
P2,10.36,15.35,345,2025-04-04
P5,5.23,14.31,499,2025-05-08
P9,13.83,28.16,131,2025-01-03
P14,8.44,13.21,476,2024-03-14
P9,4.25,11.46,76,2024-10-28
P11,7.31,13.39,16,2024-07-02
P5,16.52,26.27,426,2023-09-17
P13,13.79,27.98,366,2023-06-22
P1,17.89,32.5,442,2024-06-19
P1,9.77,11.6,61,2024-10-21
P14,13.91,24.56,387,2025-01-01
P13,18.53,22.21,201,2024-07-29
P2,11.75,22.15,191,2023-07-26
P9,14.52,25.39,283,2023-08-30
P7,11.32,25.05,134,2024-01-02
P11,9.6,22.6,285,2024-11-17
P8,14.05,21.35,206,2023-06-23
P2,6.49,18.23,147,2024-07-27
P1,6.88,17.44,491,2023-06-21
P2,14.42,23.3,374,2025-03-27
P1,9.51,18.36,200,2023-10-01
P11,1.75,11.79,45,2023-09-16
P8,1.01,7.47,488,2025-03-13
P6,8.6,14.21,445,2023-08-10
P13,0.19,7.77,453,2023-12-31
P10,11.09,20.06,63,2024-05-27
P13,6.08,11.57,275,2023-07-30
P3,6.21,7.74,188,2024-09-21
P13,18.8,28.64,10,2024-07-27
P14,11.59,17.86,16,2023-11-10
P2,11.15,21.98,102,2025-05-24
P12,8.94,17.02,435,2023-10-29
P8,13.92,28.75,165,2023-08-24
P6,10.7,14.42,360,2024-12-21
P11,1.62,9.35,76,2023-07-10
P3,8.03,17.6,370,2024-02-28
P1,1.89,8.31,318,2023-12-02
P10,3.86,10.1,96,2024-06-14
P4,4.48,12.33,98,2024-04-21
P13,9.07,16.67,307,2024-05-01
P4,17.34,29.27,485,2023-11-14
P7,10.31,16.0,282,2025-01-14
P2,8.25,12.72,269,2024-04-15
P7,6.55,13.04,360,2024-01-11
P5,4.26,8.18,482,2023-09-29
P2,10.93,22.33,405,2024-12-23
P9,15.14,21.18,282,2024-10-20
P6,7.91,17.32,208,2023-12-31
P4,12.6,27.29,145,2025-04-02
P14,14.12,23.62,78,2025-04-07
P5,4.57,11.84,239,2024-05-04
P9,9.94,11.6,155,2024-08-03
P4,16.66,25.12,295,2025-03-08
P11,9.31,16.45,443,2023-09-30
P12,7.43,9.31,128,2025-03-09
P4,0.53,5.37,370,2025-05-20
P8,6.64,18.09,252,2023-12-05
P9,13.03,27.27,111,2024-11-24
P13,7.61,22.48,77,2023-10-15
P4,10.96,16.13,132,2025-01-04
P4,0.61,11.88,257,2023-08-13
P5,7.29,17.75,221,2024-08-22
P4,0.43,7.53,367,2024-04-28
P10,4.25,17.67,231,2025-01-13
P4,11.78,18.91,428,2024-09-23
P11,13.37,27.05,301,2025-01-19
P4,7.22,21.22,52,2024-08-11
P7,0.38,3.6,452,2023-10-15
P12,5.08,8.33,479,2023-08-15
P4,4.94,10.5,415,2024-01-21
P14,10.0,16.25,108,2023-08-27
P13,1.25,6.58,327,2024-07-01
P9,0.31,1.74,272,2024-11-28
P12,0.58,3.76,257,2024-09-18
P6,14.69,18.6,89,2024-10-04
P3,2.75,11.12,121,2024-08-31
P9,13.77,16.05,240,2023-12-17
P11,2.84,17.16,75,2025-05-22
P2,2.12,7.3,56,2025-05-05
P8,15.34,27.4,146,2024-07-07
P3,13.61,20.2,45,2024-09-09
P2,8.82,22.98,7,2024-03-07
P5,8.27,13.07,141,2023-12-11
P11,16.08,25.07,285,2024-08-07
P3,18.64,28.34,80,2024-10-23
P12,5.05,18.33,27,2025-01-20
P6,15.5,18.7,258,2024-08-25
P4,3.63,13.31,198,2025-04-22
P10,13.89,22.53,455,2023-11-16
P12,0.53,3.5,477,2025-02-27
P4,14.68,16.45,485,2023-06-22
P7,15.92,17.43,157,2024-11-21
P9,13.61,14.51,62,2023-08-28
P2,18.81,21.13,466,2024-07-17
P6,12.73,16.19,371,2025-01-10
P4,0.72,6.41,450,2025-03-09
P11,18.52,31.64,173,2023-12-29
P3,4.19,16.22,317,2024-02-01
P11,8.23,16.9,411,2024-03-13
P1,11.17,25.35,117,2025-03-13
P5,9.0,12.2,465,2024-08-15
P2,6.24,20.42,328,2023-09-01
